instance,goal,verdict,duration
exp_acyclic_depvary_step8_batch_yyy10.pl,f1,yes,34
exp_acyclic_depvary_step8_batch_yyy10.pl,c5,no,30
exp_acyclic_depvary_step8_batch_yyy10.pl,d1,yes,19
exp_acyclic_depvary_step9_batch_yyy01.pl,b5,no,701
exp_acyclic_depvary_step9_batch_yyy01.pl,d1,no,31
exp_acyclic_depvary_step9_batch_yyy01.pl,b3,no,31
exp_acyclic_depvary_step9_batch_yyy02.pl,u5,no,140
exp_acyclic_depvary_step9_batch_yyy02.pl,s4,timeout,5000
exp_acyclic_depvary_step9_batch_yyy02.pl,w3,timeout,5000
exp_acyclic_depvary_step9_batch_yyy02.pl,b3,no,1143
exp_acyclic_depvary_step9_batch_yyy02.pl,v3,yes,56
exp_acyclic_depvary_step9_batch_yyy02.pl,d3,yes,33
exp_acyclic_depvary_step9_batch_yyy02.pl,a1,yes,81
exp_acyclic_depvary_step9_batch_yyy02.pl,e3,timeout,5006
exp_acyclic_depvary_step9_batch_yyy03.pl,t1,yes,723
exp_acyclic_depvary_step9_batch_yyy03.pl,a5,no,4992
exp_acyclic_depvary_step9_batch_yyy03.pl,a4,yes,55
exp_acyclic_depvary_step9_batch_yyy03.pl,f2,yes,318
