instance,goal,verdict,duration
exp_acyclic_depvary_step9_batch_yyy04.pl,b2,no,125
exp_acyclic_depvary_step9_batch_yyy04.pl,f5,no,115
exp_acyclic_depvary_step9_batch_yyy05.pl,a4,no,3
exp_acyclic_depvary_step9_batch_yyy05.pl,a5,no,4
exp_acyclic_depvary_step9_batch_yyy06.pl,f3,yes,3
exp_acyclic_depvary_step9_batch_yyy06.pl,a2,no,1
exp_acyclic_depvary_step9_batch_yyy06.pl,f2,timeout,120000
exp_acyclic_depvary_step9_batch_yyy07.pl,q5,timeout,120004
exp_acyclic_depvary_step9_batch_yyy07.pl,b2,no,2
exp_acyclic_depvary_step9_batch_yyy07.pl,a5,no,111458
exp_acyclic_depvary_step9_batch_yyy08.pl,c2,yes,0
exp_acyclic_depvary_step9_batch_yyy08.pl,b5,no,32
exp_acyclic_depvary_step9_batch_yyy08.pl,z3,yes,9
exp_acyclic_depvary_step9_batch_yyy08.pl,b1,no,2
exp_acyclic_depvary_step9_batch_yyy08.pl,a3,yes,60
exp_acyclic_depvary_step9_batch_yyy08.pl,f5,no,4
exp_acyclic_depvary_step9_batch_yyy08.pl,x2,yes,131
exp_acyclic_depvary_step9_batch_yyy08.pl,c3,no,2
exp_acyclic_depvary_step9_batch_yyy09.pl,b3,timeout,120000
exp_acyclic_depvary_step9_batch_yyy09.pl,a1,no,2
exp_acyclic_depvary_step9_batch_yyy10.pl,c4,yes,1
exp_acyclic_depvary_step9_batch_yyy10.pl,t4,yes,5
exp_acyclic_depvary_step9_batch_yyy10.pl,e2,yes,58
exp_acyclic_depvary_step9_batch_yyy10.pl,f1,yes,62
exp_acyclic_depvary_step9_batch_yyy10.pl,w4,no,174
exp_acyclic_indvary1_step1_batch_yyy01.pl,a1,no,2
exp_acyclic_indvary1_step1_batch_yyy01.pl,d2,yes,2
exp_acyclic_indvary1_step1_batch_yyy01.pl,a3,yes,1
exp_acyclic_indvary1_step1_batch_yyy02.pl,t1,yes,0
exp_acyclic_indvary1_step1_batch_yyy03.pl,d1,no,2
exp_acyclic_indvary1_step1_batch_yyy03.pl,e1,yes,3
exp_acyclic_indvary1_step1_batch_yyy03.pl,e2,yes,1
exp_acyclic_indvary1_step1_batch_yyy04.pl,e1,yes,2
exp_acyclic_indvary1_step1_batch_yyy04.pl,c2,no,0
exp_acyclic_indvary1_step1_batch_yyy04.pl,b2,yes,2
exp_acyclic_indvary1_step1_batch_yyy05.pl,a2,yes,1
exp_acyclic_indvary1_step1_batch_yyy06.pl,b2,no,0
exp_acyclic_indvary1_step1_batch_yyy06.pl,f2,yes,1
exp_acyclic_indvary1_step1_batch_yyy06.pl,a2,yes,0
exp_acyclic_indvary1_step1_batch_yyy06.pl,c2,yes,2
exp_acyclic_indvary1_step1_batch_yyy07.pl,c2,no,1
exp_acyclic_indvary1_step1_batch_yyy08.pl,c2,no,1
exp_acyclic_indvary1_step1_batch_yyy09.pl,c1,no,0
exp_acyclic_indvary1_step1_batch_yyy09.pl,c2,yes,0
exp_acyclic_indvary1_step1_batch_yyy10.pl,f2,no,0
exp_acyclic_indvary1_step2_batch_yyy01.pl,a1,yes,3
exp_acyclic_indvary1_step2_batch_yyy01.pl,e2,no,0
exp_acyclic_indvary1_step2_batch_yyy02.pl,e1,yes,4
exp_acyclic_indvary1_step2_batch_yyy02.pl,a3,yes,0
exp_acyclic_indvary1_step2_batch_yyy02.pl,b3,yes,5
exp_acyclic_indvary1_step2_batch_yyy02.pl,f1,yes,4
exp_acyclic_indvary1_step2_batch_yyy04.pl,s2,no,105
exp_acyclic_indvary1_step2_batch_yyy04.pl,d2,yes,0
exp_acyclic_indvary1_step2_batch_yyy04.pl,f1,yes,5
exp_acyclic_indvary1_step2_batch_yyy05.pl,w1,yes,3
exp_acyclic_indvary1_step2_batch_yyy05.pl,c1,no,2
exp_acyclic_indvary1_step2_batch_yyy05.pl,f1,yes,3
exp_acyclic_indvary1_step2_batch_yyy05.pl,u1,no,16
exp_acyclic_indvary1_step2_batch_yyy06.pl,x1,yes,7
exp_acyclic_indvary1_step2_batch_yyy06.pl,f2,no,271
exp_acyclic_indvary1_step2_batch_yyy07.pl,d1,no,10
exp_acyclic_indvary1_step2_batch_yyy07.pl,q2,no,8
exp_acyclic_indvary1_step2_batch_yyy07.pl,v1,no,3
exp_acyclic_indvary1_step2_batch_yyy07.pl,p2,no,2
exp_acyclic_indvary1_step2_batch_yyy07.pl,b2,no,30
exp_acyclic_indvary1_step2_batch_yyy08.pl,w1,no,6
exp_acyclic_indvary1_step2_batch_yyy09.pl,f2,no,0
exp_acyclic_indvary1_step2_batch_yyy09.pl,d1,yes,2
exp_acyclic_indvary1_step2_batch_yyy10.pl,q1,no,3
exp_acyclic_indvary1_step2_batch_yyy10.pl,u1,yes,41
exp_acyclic_indvary1_step2_batch_yyy10.pl,b2,no,6
exp_acyclic_indvary1_step3_batch_yyy02.pl,a1,yes,2
