goal,instance,verdict,duration
a2,exp_acyclic_depvary_step9_batch_yyy06.pl,no,16
f2,exp_acyclic_depvary_step9_batch_yyy06.pl,yes,22
q5,exp_acyclic_depvary_step9_batch_yyy07.pl,no,14
b2,exp_acyclic_depvary_step9_batch_yyy07.pl,no,15
a5,exp_acyclic_depvary_step9_batch_yyy07.pl,no,15
c2,exp_acyclic_depvary_step9_batch_yyy08.pl,yes,15
b5,exp_acyclic_depvary_step9_batch_yyy08.pl,no,16
z3,exp_acyclic_depvary_step9_batch_yyy08.pl,yes,25
b1,exp_acyclic_depvary_step9_batch_yyy08.pl,no,16
a3,exp_acyclic_depvary_step9_batch_yyy08.pl,yes,16
f5,exp_acyclic_depvary_step9_batch_yyy08.pl,no,16
x2,exp_acyclic_depvary_step9_batch_yyy08.pl,yes,15
c3,exp_acyclic_depvary_step9_batch_yyy08.pl,no,25
b3,exp_acyclic_depvary_step9_batch_yyy09.pl,no,16
a1,exp_acyclic_depvary_step9_batch_yyy09.pl,no,15
c4,exp_acyclic_depvary_step9_batch_yyy10.pl,yes,14
t4,exp_acyclic_depvary_step9_batch_yyy10.pl,yes,14
e2,exp_acyclic_depvary_step9_batch_yyy10.pl,yes,14
f1,exp_acyclic_depvary_step9_batch_yyy10.pl,yes,14
w4,exp_acyclic_depvary_step9_batch_yyy10.pl,no,14
a1,exp_acyclic_indvary1_step1_batch_yyy01.pl,no,2
d2,exp_acyclic_indvary1_step1_batch_yyy01.pl,yes,2
a3,exp_acyclic_indvary1_step1_batch_yyy01.pl,yes,2
t1,exp_acyclic_indvary1_step1_batch_yyy02.pl,yes,2
d1,exp_acyclic_indvary1_step1_batch_yyy03.pl,no,2
e1,exp_acyclic_indvary1_step1_batch_yyy03.pl,yes,2
e2,exp_acyclic_indvary1_step1_batch_yyy03.pl,yes,2
e1,exp_acyclic_indvary1_step1_batch_yyy04.pl,yes,2
c2,exp_acyclic_indvary1_step1_batch_yyy04.pl,no,2
b2,exp_acyclic_indvary1_step1_batch_yyy04.pl,yes,2
a2,exp_acyclic_indvary1_step1_batch_yyy05.pl,yes,2
b2,exp_acyclic_indvary1_step1_batch_yyy06.pl,no,2
f2,exp_acyclic_indvary1_step1_batch_yyy06.pl,yes,2
a2,exp_acyclic_indvary1_step1_batch_yyy06.pl,yes,2
c2,exp_acyclic_indvary1_step1_batch_yyy06.pl,yes,2
c2,exp_acyclic_indvary1_step1_batch_yyy07.pl,no,2
c2,exp_acyclic_indvary1_step1_batch_yyy08.pl,no,2
c1,exp_acyclic_indvary1_step1_batch_yyy09.pl,no,2
c2,exp_acyclic_indvary1_step1_batch_yyy09.pl,yes,2
f2,exp_acyclic_indvary1_step1_batch_yyy10.pl,no,2
a1,exp_acyclic_indvary1_step2_batch_yyy01.pl,yes,3
e2,exp_acyclic_indvary1_step2_batch_yyy01.pl,no,4
e1,exp_acyclic_indvary1_step2_batch_yyy02.pl,yes,3
a3,exp_acyclic_indvary1_step2_batch_yyy02.pl,yes,3
b3,exp_acyclic_indvary1_step2_batch_yyy02.pl,yes,3
f1,exp_acyclic_indvary1_step2_batch_yyy02.pl,yes,3
s2,exp_acyclic_indvary1_step2_batch_yyy04.pl,no,4
d2,exp_acyclic_indvary1_step2_batch_yyy04.pl,yes,4
f1,exp_acyclic_indvary1_step2_batch_yyy04.pl,yes,4
w1,exp_acyclic_indvary1_step2_batch_yyy05.pl,yes,3
c1,exp_acyclic_indvary1_step2_batch_yyy05.pl,no,3
f1,exp_acyclic_indvary1_step2_batch_yyy05.pl,yes,3
u1,exp_acyclic_indvary1_step2_batch_yyy05.pl,no,3
x1,exp_acyclic_indvary1_step2_batch_yyy06.pl,yes,4
f2,exp_acyclic_indvary1_step2_batch_yyy06.pl,no,4
d1,exp_acyclic_indvary1_step2_batch_yyy07.pl,no,4
q2,exp_acyclic_indvary1_step2_batch_yyy07.pl,no,4
v1,exp_acyclic_indvary1_step2_batch_yyy07.pl,no,4
p2,exp_acyclic_indvary1_step2_batch_yyy07.pl,no,4
b2,exp_acyclic_indvary1_step2_batch_yyy07.pl,no,4
w1,exp_acyclic_indvary1_step2_batch_yyy08.pl,no,3
f2,exp_acyclic_indvary1_step2_batch_yyy09.pl,no,3
d1,exp_acyclic_indvary1_step2_batch_yyy09.pl,yes,3
q1,exp_acyclic_indvary1_step2_batch_yyy10.pl,no,3
u1,exp_acyclic_indvary1_step2_batch_yyy10.pl,yes,3
b2,exp_acyclic_indvary1_step2_batch_yyy10.pl,no,3
a1,exp_acyclic_indvary1_step3_batch_yyy02.pl,yes,4
e1,exp_acyclic_indvary1_step3_batch_yyy02.pl,no,4
f1,exp_acyclic_indvary1_step3_batch_yyy02.pl,yes,4
a3,exp_acyclic_indvary1_step3_batch_yyy02.pl,yes,4
a3,exp_acyclic_indvary1_step3_batch_yyy03.pl,yes,4
f2,exp_acyclic_indvary1_step3_batch_yyy03.pl,yes,4
w1,exp_acyclic_indvary1_step3_batch_yyy03.pl,yes,4
u2,exp_acyclic_indvary1_step3_batch_yyy04.pl,no,4
b3,exp_acyclic_indvary1_step3_batch_yyy04.pl,no,4
a1,exp_acyclic_indvary1_step3_batch_yyy04.pl,no,4
a2,exp_acyclic_indvary1_step3_batch_yyy05.pl,no,3
v2,exp_acyclic_indvary1_step3_batch_yyy05.pl,yes,3
c3,exp_acyclic_indvary1_step3_batch_yyy05.pl,yes,3
d1,exp_acyclic_indvary1_step3_batch_yyy05.pl,no,3
b2,exp_acyclic_indvary1_step3_batch_yyy05.pl,yes,3
b3,exp_acyclic_indvary1_step3_batch_yyy07.pl,no,4
c1,exp_acyclic_indvary1_step3_batch_yyy07.pl,yes,4
f1,exp_acyclic_indvary1_step3_batch_yyy08.pl,yes,4
b2,exp_acyclic_indvary1_step3_batch_yyy08.pl,no,3
d2,exp_acyclic_indvary1_step3_batch_yyy08.pl,no,3
f1,exp_acyclic_indvary1_step3_batch_yyy09.pl,yes,4
p2,exp_acyclic_indvary1_step3_batch_yyy09.pl,no,4
a3,exp_acyclic_indvary1_step3_batch_yyy09.pl,no,4
c1,exp_acyclic_indvary1_step3_batch_yyy09.pl,no,4
c3,exp_acyclic_indvary1_step3_batch_yyy10.pl,no,4
f1,exp_acyclic_indvary1_step4_batch_yyy01.pl,yes,4
c1,exp_acyclic_indvary1_step4_batch_yyy01.pl,yes,4
b2,exp_acyclic_indvary1_step4_batch_yyy02.pl,no,4
d2,exp_acyclic_indvary1_step4_batch_yyy03.pl,yes,4
f1,exp_acyclic_indvary1_step4_batch_yyy03.pl,no,4
c1,exp_acyclic_indvary1_step4_batch_yyy04.pl,yes,4
f1,exp_acyclic_indvary1_step4_batch_yyy04.pl,yes,4
b3,exp_acyclic_indvary1_step4_batch_yyy04.pl,yes,4
f1,exp_acyclic_indvary1_step4_batch_yyy05.pl,no,4
c2,exp_acyclic_indvary1_step4_batch_yyy06.pl,yes,4
c3,exp_acyclic_indvary1_step4_batch_yyy06.pl,no,4
a2,exp_acyclic_indvary1_step4_batch_yyy07.pl,yes,4
e2,exp_acyclic_indvary1_step4_batch_yyy07.pl,yes,4
a1,exp_acyclic_indvary1_step4_batch_yyy07.pl,no,4
a3,exp_acyclic_indvary1_step4_batch_yyy08.pl,yes,4
e1,exp_acyclic_indvary1_step4_batch_yyy08.pl,no,4
d1,exp_acyclic_indvary1_step4_batch_yyy08.pl,yes,4
b2,exp_acyclic_indvary1_step4_batch_yyy08.pl,yes,4
a3,exp_acyclic_indvary1_step4_batch_yyy09.pl,yes,4
f2,exp_acyclic_indvary1_step4_batch_yyy10.pl,no,4
b1,exp_acyclic_indvary1_step5_batch_yyy01.pl,yes,4
c3,exp_acyclic_indvary1_step5_batch_yyy01.pl,yes,4
d1,exp_acyclic_indvary1_step5_batch_yyy02.pl,yes,4
d2,exp_acyclic_indvary1_step5_batch_yyy03.pl,no,4
c2,exp_acyclic_indvary1_step5_batch_yyy03.pl,yes,4
c3,exp_acyclic_indvary1_step5_batch_yyy04.pl,no,3
r4,exp_acyclic_indvary1_step5_batch_yyy04.pl,no,3
e1,exp_acyclic_indvary1_step5_batch_yyy04.pl,yes,3
d2,exp_acyclic_indvary1_step5_batch_yyy05.pl,yes,4
y3,exp_acyclic_indvary1_step5_batch_yyy06.pl,yes,4
t4,exp_acyclic_indvary1_step5_batch_yyy06.pl,yes,4
c3,exp_acyclic_indvary1_step5_batch_yyy07.pl,yes,4
d1,exp_acyclic_indvary1_step5_batch_yyy07.pl,yes,4
c1,exp_acyclic_indvary1_step5_batch_yyy07.pl,yes,4
d1,exp_acyclic_indvary1_step5_batch_yyy08.pl,yes,3
c1,exp_acyclic_indvary1_step5_batch_yyy08.pl,yes,3
f1,exp_acyclic_indvary1_step5_batch_yyy08.pl,yes,3
c2,exp_acyclic_indvary1_step5_batch_yyy08.pl,yes,3
f2,exp_acyclic_indvary1_step5_batch_yyy09.pl,no,4
d1,exp_acyclic_indvary1_step5_batch_yyy09.pl,yes,4
c2,exp_acyclic_indvary1_step5_batch_yyy09.pl,yes,3
d2,exp_acyclic_indvary1_step5_batch_yyy10.pl,yes,4
a1,exp_acyclic_indvary1_step5_batch_yyy10.pl,no,4
v4,exp_acyclic_indvary1_step6_batch_yyy01.pl,no,3
q1,exp_acyclic_indvary1_step6_batch_yyy01.pl,no,3
c3,exp_acyclic_indvary1_step6_batch_yyy01.pl,no,3
x4,exp_acyclic_indvary1_step6_batch_yyy01.pl,yes,3
a3,exp_acyclic_indvary1_step6_batch_yyy02.pl,yes,4
e2,exp_acyclic_indvary1_step6_batch_yyy02.pl,yes,4
q4,exp_acyclic_indvary1_step6_batch_yyy02.pl,yes,4
v5,exp_acyclic_indvary1_step6_batch_yyy03.pl,no,4
z5,exp_acyclic_indvary1_step6_batch_yyy03.pl,no,4
b1,exp_acyclic_indvary1_step6_batch_yyy03.pl,yes,4
a2,exp_acyclic_indvary1_step6_batch_yyy04.pl,yes,4
e1,exp_acyclic_indvary1_step6_batch_yyy05.pl,no,4
x4,exp_acyclic_indvary1_step6_batch_yyy06.pl,yes,4
b1,exp_acyclic_indvary1_step6_batch_yyy06.pl,no,4
f1,exp_acyclic_indvary1_step6_batch_yyy06.pl,yes,4
